Year,region,Country,fertility,life,population,child_mortality,gdp
1964,Europe & Central Asia,Tajikistan,6.433,57.84,2424189.0,172.62,3769.0
1964,Europe & Central Asia,Turkey,6.029,48.313,31109820.0,221.9,5296.0
1964,Europe & Central Asia,Turkmenistan,6.6629999999999985,56.181,1829697.0,132.98,7952.0
1964,Europe & Central Asia,Ukraine,2.07,72.19,44868657.0,45.18,6239.0
1964,Europe & Central Asia,United Kingdom,2.7910000000000004,71.62,54006245.0,24.2,15067.0
1964,Europe & Central Asia,Uzbekistan,6.777,60.682,9888629.0,163.99,2636.0
1964,Middle East & North Africa,Algeria,7.653,47.953,11654905.0,247.3,5693.0
1964,Middle East & North Africa,Bahrain,7.192,57.182,181833.0,138.9,24751.0
1964,Middle East & North Africa,Djibouti,6.595,45.727,109222.0,208.78,3700.0
1964,Middle East & North Africa,Egypt,6.471,50.133,30970067.0,274.8,2443.0
1964,Middle East & North Africa,Iran,6.8679999999999986,47.173,24408927.0,275.65,6188.0
1964,Middle East & North Africa,Iraq,6.872000000000001,52.73,8227763.0,155.8,6805.0
1964,Middle East & North Africa,Israel,3.817,69.855,2443420.0,35.46,8152.0
1964,Middle East & North Africa,Jordan,8.033999999999999,55.765,1059627.0,123.8,5556.0
1964,Middle East & North Africa,Kuwait,7.381,62.78100000000001,433288.0,109.1,29279.0
1964,Middle East & North Africa,Lebanon,5.582999999999998,64.435,2147273.0,69.1,9767.0
1964,Middle East & North Africa,Libya,7.676,48.914,1561744.0,215.2,30463.0
1964,Middle East & North Africa,Morocco,7.119,50.167,12959397.0,219.3,2040.0
1964,Middle East & North Africa,Oman,7.263,45.895,614390.0,310.4,5419.0
1964,Middle East & North Africa,Qatar,6.985,64.139,67082.0,95.05,39711.0
1964,Middle East & North Africa,Saudi Arabia,7.2570000000000014,47.78100000000001,4622460.0,216.04,16587.0
1964,Middle East & North Africa,Syria,7.555,55.028,5202606.0,145.6,2894.0
1964,Middle East & North Africa,Tunisia,7.107,44.903,4541457.0,244.7,2575.0
1964,Middle East & North Africa,United Arab Emirates,6.8610000000000015,56.328,134478.0,162.2,5021.0
1964,Middle East & North Africa,West Bank and Gaza,8.041,51.679,1181587.0,165.32,1237.0
1964,Middle East & North Africa,Western Sahara,6.562,39.88,46308.0,,
1964,Middle East & North Africa,"Yemen, Rep.",7.385,36.06800000000001,5527652.0,,
1964,South Asia,Afghanistan,7.671,33.639,10474903.0,339.7,1182.0
1964,South Asia,Bangladesh,6.853,49.297,56071080.0,240.4,1138.0
1964,South Asia,Bhutan,6.67,33.827,251419.0,311.78,997.0
1964,South Asia,India,5.807,44.375,486038945.0,232.9,1125.0
1964,South Asia,Maldives,7.1789999999999985,38.911,100370.0,315.0,1222.0
1964,South Asia,Nepal,5.997000000000001,40.071,10495972.0,306.5,1002.0
1964,South Asia,Pakistan,6.6,49.807,50678979.0,224.3,1396.0
1964,South Asia,Sri Lanka,5.067,61.09,10962237.0,84.8,1809.0
1964,Sub-Saharan Africa,Angola,7.425,34.604,5337063.0,305.2,4573.0
1964,Sub-Saharan Africa,Benin,6.497000000000001,39.142,2561022.0,292.5,1159.0
1964,Sub-Saharan Africa,Botswana,6.681,52.035,579518.0,152.8,1038.0
1964,Sub-Saharan Africa,Burkina Faso,6.414,36.331,5195464.0,331.0,711.0
1964,Sub-Saharan Africa,Burundi,7.138,42.543,3154474.0,241.6,603.0
1964,Sub-Saharan Africa,Cameroon,5.89,43.303,5909450.0,262.8,1910.0
1964,Sub-Saharan Africa,Cape Verde,6.989,49.505,233809.0,188.0,895.0
1964,Sub-Saharan Africa,Central African Rep.,5.925,38.234,1616524.0,,
1964,Sub-Saharan Africa,Chad,6.318,39.066,3219259.0,272.01,1409.0
1964,Sub-Saharan Africa,Comoros,6.975,45.037,207856.0,277.16,1342.0
1964,Sub-Saharan Africa,"Congo, Dem. Rep.",6.067,41.995,17065408.0,259.55,2108.0
1964,Sub-Saharan Africa,"Congo, Rep.",6.056,50.98,1126584.0,168.3,2282.0
1964,Sub-Saharan Africa,Cote d'Ivoire,7.6389999999999985,39.488,4251345.0,280.9,3312.0
1964,Sub-Saharan Africa,Equatorial Guinea,5.57,37.944,264745.0,274.46,1041.0
1964,Sub-Saharan Africa,Eritrea,6.778,38.42,1577613.0,259.26,937.0
1964,Sub-Saharan Africa,Ethiopia,6.867000000000001,40.2,24846785.0,255.99,698.0
1964,Sub-Saharan Africa,Gabon,4.694,41.587,498162.0,241.9,2454.0
1964,Sub-Saharan Africa,Gambia,5.776,33.523,402436.0,338.3,1312.0
1964,Sub-Saharan Africa,Ghana,6.893,47.47,7610752.0,203.8,2322.0
1964,Sub-Saharan Africa,Guinea,6.131,35.588,3759549.0,344.3,870.0
1964,Sub-Saharan Africa,Guinea-Bissau,5.32,42.986,598294.0,274.26,1440.0
1964,Sub-Saharan Africa,Kenya,8.103,48.841,9200107.0,170.6,1922.0
1964,Sub-Saharan Africa,Lesotho,5.806,48.077,915820.0,189.7,711.0
1964,Sub-Saharan Africa,Liberia,6.5,36.049,1230038.0,311.7,1287.0
1964,Sub-Saharan Africa,Madagascar,7.3,41.87600000000001,5623161.0,174.04,2273.0
1964,Sub-Saharan Africa,Malawi,7.06,38.71,3877813.0,355.2,391.0
1964,Sub-Saharan Africa,Mali,6.792999999999998,29.097,5522231.0,435.8,799.0
1964,Sub-Saharan Africa,Mauritania,6.799,46.077,956369.0,228.5,2254.0
1964,Sub-Saharan Africa,Mauritius,5.785,62.027,735508.0,83.6,3334.0
1964,Sub-Saharan Africa,Mayotte,7.91,58.247,29175.0,,
1964,Sub-Saharan Africa,Mozambique,6.602,36.773,8296714.0,279.8,540.0
1964,Sub-Saharan Africa,Namibia,6.216,49.291,665298.0,115.49,6254.0
1964,Sub-Saharan Africa,Niger,7.185,35.809,3654806.0,317.7,1437.0
1964,Sub-Saharan Africa,Nigeria,6.336,38.906,50079946.0,327.5,3803.0
1964,Sub-Saharan Africa,Reunion,6.404,58.901,377511.0,,
1964,Sub-Saharan Africa,Rwanda,8.198,43.395,3125315.0,205.1,506.0
1964,Sub-Saharan Africa,Sao Tome and Principe,6.327000000000001,52.597,64265.0,104.97,1675.0
1964,Sub-Saharan Africa,Senegal,7.114,38.449,3403161.0,302.2,2118.0
1964,Sub-Saharan Africa,Seychelles,5.7570000000000014,63.312,45469.0,93.4,6318.0
1964,Sub-Saharan Africa,Sierra Leone,6.3020000000000005,31.263,2333500.0,372.6,1333.0
1964,Sub-Saharan Africa,Somalia,7.261,38.579,3094969.0,266.88,1131.0
1964,Sub-Saharan Africa,South Africa,5.984,50.574,19308185.0,174.55,9004.0
1964,Sub-Saharan Africa,South Sudan,6.7810000000000015,33.361,2600994.0,348.1,2318.0
1964,Sub-Saharan Africa,Sudan,6.787000000000001,49.848,10111923.0,166.5,2126.0
1964,Sub-Saharan Africa,Swaziland,6.782,45.452,382477.0,197.8,2713.0
1964,Sub-Saharan Africa,Tanzania,6.801,44.731,11338515.0,233.9,1176.0
1964,Sub-Saharan Africa,Togo,6.734,42.846,1654451.0,254.6,1483.0
1964,Sub-Saharan Africa,Uganda,7.0779999999999985,46.332,7746988.0,204.3,965.0
1964,Sub-Saharan Africa,Zambia,7.24,46.574,3430747.0,192.3,3214.0
1964,Sub-Saharan Africa,Zimbabwe,7.347,52.993,4279524.0,131.1,1976.0
1965,America,Antigua and Barbuda,4.1930000000000005,64.149,59844.0,69.91,5133.0
1965,America,Argentina,3.0580000000000003,65.48100000000001,22296628.0,57.43,8818.0
1965,America,Aruba,3.842,67.435,57362.0,,5642.0
1965,America,Bahamas,4.057,64.498,140063.0,42.84,19156.0
1965,America,Barbados,3.963,63.236,235271.0,61.3,6309.0
1965,America,Belize,6.4,62.823,106546.0,111.48,2153.0
1965,America,Bolivia,6.593,44.229,3752892.0,260.1,3046.0
1965,America,Brazil,5.815,56.935,84388983.0,150.6,4671.0
1965,America,Canada,3.149,71.79,19678005.0,27.1,17243.0
1965,America,Chile,5.0,59.258,8655738.0,115.9,6451.0
1965,America,Colombia,6.559,59.094,18555731.0,114.0,3777.0
1965,America,Costa Rica,6.631,64.342,1582482.0,88.8,4749.0
1965,America,Cuba,4.617,66.956,7941840.0,45.0,9116.0
1965,America,Dominican Rep.,7.0539999999999985,55.31,3893484.0,,
1965,America,Ecuador,6.545,55.843,5146294.0,155.6,5108.0
1965,America,El Salvador,6.643,54.499,3244774.0,169.5,4671.0
1965,America,French Guiana,5.08,62.1,39347.0,,
1965,America,Grenada,5.597,62.107,94561.0,98.79,2370.0
1965,America,Guadeloupe,5.473,62.137,300691.0,,
1965,America,Guatemala,6.399,48.505,4762956.0,197.1,3815.0
1965,America,Guyana,5.272,58.834,640447.0,78.5,3427.0
1965,America,Haiti,6.1789999999999985,45.006,4272760.0,268.5,2003.0
1965,America,Honduras,7.442,49.542,2349455.0,177.8,2703.0
1965,America,Jamaica,5.815,66.678,1760400.0,69.2,6304.0
1965,America,Martinique,5.278,63.284,311488.0,,
1965,America,Mexico,6.769,59.45399999999999,44898430.0,124.6,7283.0
1965,America,Netherlands Antilles,3.84,67.325,146480.0,,
1965,America,Nicaragua,7.01,50.304,2061878.0,187.6,5892.0
1965,America,Panama,5.638,63.26300000000001,1305667.0,79.6,5128.0
1965,America,Paraguay,6.356,64.779,2176195.0,81.3,3256.0
1965,America,Peru,6.75,50.212,11466936.0,192.3,6360.0
1965,America,Puerto Rico,3.888,69.907,2582056.0,,11308.0
1965,America,Saint Lucia,6.688,60.602,96738.0,,
1965,America,Saint Vincent and the Grenadines,6.76,62.679,85973.0,,
1965,America,Suriname,6.3039999999999985,61.49100000000001,332197.0,85.51,7829.0
1965,America,Trinidad and Tobago,4.433,64.62100000000001,893922.0,58.0,9699.0
1965,America,United States,2.926,70.41,199452508.0,27.1,21361.0
1965,America,Uruguay,2.841,68.52199999999999,2693906.0,58.0,7606.0
1965,America,Venezuela,6.3679999999999986,62.38399999999999,9067485.0,70.4,14056.0
1965,America,Virgin Islands (U.S.),5.6789999999999985,65.597,49610.0,,
1965,East Asia & Pacific,Australia,2.9730000000000003,70.98,11359763.0,22.4,16601.0
1965,East Asia & Pacific,Brunei,6.068,65.078,99536.0,79.42,68582.0
1965,East Asia & Pacific,Cambodia,6.8679999999999986,42.103,6141404.0,234.01,1579.0
1965,East Asia & Pacific,China,6.022,55.6468,710290299.0,115.43,772.0
1965,East Asia & Pacific,Fiji,5.475,57.95,463885.0,60.0,3471.0
1965,East Asia & Pacific,French Polynesia,5.314,58.242,92859.0,,
1965,East Asia & Pacific,Guam,5.439,63.442,75911.0,,
1965,East Asia & Pacific,"Hong Kong, China",4.551,69.959,3801680.0,,7280.0
1965,East Asia & Pacific,Indonesia,5.612,43.5,104146696.0,193.9,1682.0
1965,East Asia & Pacific,Japan,1.98,70.33,97342773.0,24.6,7048.0
1965,East Asia & Pacific,Kiribati,7.221,49.167,37895.0,167.0,2716.0
1965,East Asia & Pacific,"Korea, Dem. Rep.",4.064,54.264,12323345.0,,
1965,East Asia & Pacific,"Korea, Rep.",5.157,56.799,28395140.0,,
1965,East Asia & Pacific,Laos,5.973,44.716,2391060.0,,
1965,East Asia & Pacific,"Macao, China",3.594,67.244,206906.0,,10580.0
1965,East Asia & Pacific,Malaysia,5.655,62.175,9569499.0,71.0,3491.0
1965,East Asia & Pacific,"Micronesia, Fed. Sts.",6.894,59.576,52236.0,109.88,1573.0
1965,East Asia & Pacific,Mongolia,7.593,52.46100000000001,1109312.0,214.81,1431.0
1965,East Asia & Pacific,Myanmar,6.136,46.966,23330184.0,216.97,1371.0
1965,East Asia & Pacific,New Caledonia,5.222,59.595,91182.0,,
1965,East Asia & Pacific,New Zealand,3.05386,71.28,2628004.0,23.1,18632.0
1965,East Asia & Pacific,Papua New Guinea,6.257999999999999,42.002,2161087.0,170.6,1431.0
1965,East Asia & Pacific,Philippines,6.7810000000000015,59.368,30606162.0,92.4,2886.0
1965,East Asia & Pacific,Samoa,7.519,52.26,126931.0,150.62,3539.0
1965,East Asia & Pacific,Singapore,4.356,66.883,1879561.0,35.0,6141.0
1965,East Asia & Pacific,Solomon Islands,6.419,51.701,143000.0,149.7,1210.0
1965,East Asia & Pacific,Taiwan,4.974,67.4,12978000.0,,3571.0
1965,East Asia & Pacific,Thailand,6.129,57.517,31792743.0,123.3,1804.0
1965,East Asia & Pacific,Timor-Leste,6.314,36.26300000000001,547681.0,310.06,701.0
1965,East Asia & Pacific,Tonga,6.974,63.187,74364.0,71.5,1627.0
1965,East Asia & Pacific,Vanuatu,6.73,49.452,74287.0,132.9,1573.0
1965,East Asia & Pacific,Vietnam,6.475,61.987,39884879.0,93.3,1257.0
1965,Europe & Central Asia,Albania,5.5939999999999985,65.863,1869942.0,120.09,3129.0
1965,Europe & Central Asia,Armenia,3.979,68.15100000000001,2204650.0,63.58,2945.0
1965,Europe & Central Asia,Austria,2.7030000000000003,69.95,7268015.0,32.7,14213.0
1965,Europe & Central Asia,Azerbaijan,5.352,63.117,4574500.0,90.2,6012.0
1965,Europe & Central Asia,Belarus,2.543,73.02,8607003.0,29.77,4547.0
1965,Europe & Central Asia,Belgium,2.557,70.58,9435244.0,27.9,15360.0
1965,Europe & Central Asia,Bosnia and Herzegovina,3.495,63.377,3396402.0,109.4,2164.0
1965,Europe & Central Asia,Bulgaria,2.165,71.3,8204095.0,45.0,6432.0
1965,Europe & Central Asia,Channel Islands,2.526,71.265,114974.0,,
1965,Europe & Central Asia,Croatia,2.177,66.66199999999999,4121599.0,60.35,9636.0
1965,Europe & Central Asia,Cyprus,3.133,71.197,581056.0,36.64,6831.0
1965,Europe & Central Asia,Czech Rep.,2.069,70.27,9686318.0,,
1965,Europe & Central Asia,Denmark,2.61,72.4,4759095.0,21.1,18917.0
1965,Europe & Central Asia,Estonia,1.967,70.71,1290996.0,29.98,8069.0
1965,Europe & Central Asia,Finland,2.46,69.13,4564002.0,20.2,13006.0
1965,Europe & Central Asia,France,2.772,71.15,48754817.0,22.3,14514.0
1965,Europe & Central Asia,Georgia,2.801,65.696,4477493.0,83.69,3877.0
1965,Europe & Central Asia,Germany,2.479,70.6344975264,75963700.0,32.67,17838.0
1965,Europe & Central Asia,Greece,2.289,69.699,8551005.0,47.7,8931.0
1965,Europe & Central Asia,Greenland,6.96,63.61812930479999,39215.0,,7583.0
1965,Europe & Central Asia,Hungary,1.888,69.17,10140871.0,49.0,11173.0
1965,Europe & Central Asia,Iceland,3.599,73.84,192000.0,19.1,14173.0
1965,Europe & Central Asia,Ireland,3.949,70.69,2874711.0,28.6,9350.0
1965,Europe & Central Asia,Italy,2.517,70.27,51453513.0,41.0,12599.0
1965,Europe & Central Asia,Kazakhstan,4.059,60.632,11909001.0,104.3,9836.0
1965,Europe & Central Asia,Kyrgyzstan,5.266,58.505,2573494.0,,
1965,Europe & Central Asia,Latvia,1.809,71.22,2261016.0,28.18,6403.0
1965,Europe & Central Asia,Lithuania,2.3480000000000003,71.69,2966462.0,32.28,11208.0
1965,Europe & Central Asia,Luxembourg,2.342,69.4,331505.0,28.1,25359.0
1965,Europe & Central Asia,"Macedonia, FYR",3.358,63.642,1481397.0,150.94,5075.0
1965,Europe & Central Asia,Malta,2.592,69.132,305851.0,34.3,3015.0
1965,Europe & Central Asia,Moldova,2.891,63.856,3335497.0,83.79,4342.0
1965,Europe & Central Asia,Montenegro,2.994,66.99,506646.0,69.57,8288.0
1965,Europe & Central Asia,Netherlands,3.04,73.6,12213435.0,18.3,15834.0
1965,Europe & Central Asia,Norway,2.93,73.73,3723001.0,19.7,18980.0
1965,Europe & Central Asia,Poland,2.4130000000000003,69.5,31121621.0,45.9,7409.0
1965,Europe & Central Asia,Portugal,3.18,66.19,8899506.0,85.2,7413.0
1965,Europe & Central Asia,Romania,1.8867256637,67.777,19031999.0,77.1,7959.0
1965,Europe & Central Asia,Russia,2.087,69.44,126749106.0,38.77,12363.0
1965,Europe & Central Asia,Serbia,2.49,65.555,7889351.0,61.09,8481.0
1965,Europe & Central Asia,Slovak Republic,2.7030000000000003,70.3,4344322.0,36.19,9405.0
1965,Europe & Central Asia,Slovenia,2.341,69.217,1630299.0,34.04,10231.0
1965,Europe & Central Asia,Spain,2.834,70.99,32108561.0,40.8,9106.0
1965,Europe & Central Asia,Sweden,2.4130000000000003,73.88,7734003.0,16.3,19142.0
1965,Europe & Central Asia,Switzerland,2.528,72.33,5829839.0,22.6,31531.0
1965,Europe & Central Asia,Tajikistan,6.513,58.258,2512493.0,170.01,3930.0
1965,Europe & Central Asia,Turkey,5.9510000000000005,49.037,31837999.0,215.4,5309.0
1965,Europe & Central Asia,Turkmenistan,6.6160000000000005,56.604,1890000.0,128.76,8309.0
1965,Europe & Central Asia,Ukraine,2.032,71.63,45340503.0,43.35,6515.0
1965,Europe & Central Asia,United Kingdom,2.757,71.61,54349899.0,23.4,15292.0
1965,Europe & Central Asia,Uzbekistan,6.747999999999998,61.104,10233502.0,161.19,2753.0
1965,Middle East & North Africa,Algeria,7.655,48.389,11923002.0,248.2,5916.0
1965,Middle East & North Africa,Bahrain,7.165,58.389,186351.0,126.3,25662.0
1965,Middle East & North Africa,Djibouti,6.629,46.166,116706.0,202.3,3693.0
1965,Middle East & North Africa,Egypt,6.405,50.578,31771227.0,266.9,2509.0
1965,Middle East & North Africa,Iran,6.827000000000001,47.73,25063612.0,269.85,6768.0
1965,Middle East & North Africa,Iraq,7.044,53.839,8483109.0,147.7,7178.0
1965,Middle East & North Africa,Israel,3.81,70.123,2522641.0,34.37,8630.0
1965,Middle East & North Africa,Jordan,8.057,56.526,1129219.0,117.1,5937.0
1965,Middle East & North Africa,Kuwait,7.407,63.364,484205.0,101.1,32427.0
1965,Middle East & North Africa,Lebanon,5.501,64.709,2203902.0,67.6,10545.0
1965,Middle East & North Africa,Libya,7.71,50.303,1622996.0,200.6,37902.0
1965,Middle East & North Africa,Morocco,7.081,50.592,13323000.0,214.1,2064.0
1965,Middle East & North Africa,Oman,7.271,46.665,630553.0,295.5,5322.0
1965,Middle East & North Africa,Qatar,6.987,64.885,73073.0,86.3,50024.0
1965,Middle East & North Africa,Saudi Arabia,7.26,48.407,4787033.0,210.0,19207.0
1965,Middle East & North Africa,Syria,7.564,55.644,5378287.0,138.2,2810.0
1965,Middle East & North Africa,Tunisia,7.059,45.795,4630000.0,233.5,2683.0
1965,Middle East & North Africa,United Arab Emirates,6.841,57.31399999999999,146387.0,151.3,8534.0
1965,Middle East & North Africa,West Bank and Gaza,8.062999999999999,52.337,1190923.0,159.1,1228.0
